Name (PREF Unit):|TargetCalTempDiffCorr (degC)|
Timestamp|Date/Time|Value
6972094349158152840|2021-06-10 11:26:54.930000|0.0193787
6972094353453120136|2021-06-10 11:26:55.930000|0.0182495
6972094357748087432|2021-06-10 11:26:56.930000|0.0135193
6972094362043054728|2021-06-10 11:26:57.930000|0.0166626
6972094366338022024|2021-06-10 11:26:58.930000|0.0195923
6972094370632989320|2021-06-10 11:26:59.930000|0.0196533
6972094374927956616|2021-06-10 11:27:00.930000|0.0263977
6972094379222923912|2021-06-10 11:27:01.930000|0.0252075
6972094383517891208|2021-06-10 11:27:02.930000|0.0272217
6972094387812858504|2021-06-10 11:27:03.930000|0.0202942
6972094392107825800|2021-06-10 11:27:04.930000|0.0233765
6972094396402793096|2021-06-10 11:27:05.930000|0.021637
6972094400697760392|2021-06-10 11:27:06.930000|0.025116
6972094404992727688|2021-06-10 11:27:07.930000|0.0237122
6972094409287694984|2021-06-10 11:27:08.930000|0.0257568
6972094413582662280|2021-06-10 11:27:09.930000|0.0229797
6972094417877629576|2021-06-10 11:27:10.930000|0.0207825
6972094422172596872|2021-06-10 11:27:11.930000|0.0237122
6972094426467564168|2021-06-10 11:27:12.930000|0.0277405
6972094430762531464|2021-06-10 11:27:13.930000|0.0277405
6972094435057498760|2021-06-10 11:27:14.930000|0.0265808
6972094439352466056|2021-06-10 11:27:15.930000|0.0287476
6972094443647433352|2021-06-10 11:27:16.930000|0.0255432
6972094447942400648|2021-06-10 11:27:17.930000|0.0269775
6972094452237367944|2021-06-10 11:27:18.930000|0.0300293
6972094456532335240|2021-06-10 11:27:19.930000|0.0323486
6972094460827302536|2021-06-10 11:27:20.930000|0.0305481
6972094465122269832|2021-06-10 11:27:21.930000|0.0296326
6972094469417237128|2021-06-10 11:27:22.930000|0.0302734
6972094473712204424|2021-06-10 11:27:23.930000|0.0306396
6972094478007171720|2021-06-10 11:27:24.930000|0.0303345
6972094482302139016|2021-06-10 11:27:25.930000|0.0284424
6972094486597106312|2021-06-10 11:27:26.930000|0.0326843
6972094490892073608|2021-06-10 11:27:27.930000|0.0336914
6972094495187040904|2021-06-10 11:27:28.930000|0.027832
6972094499482008200|2021-06-10 11:27:29.930000|0.0193787
6972094503776975496|2021-06-10 11:27:30.930000|0.0174255
6972094508071942792|2021-06-10 11:27:31.930000|0.0270386
6972094512366910088|2021-06-10 11:27:32.930000|0.0357666
6972094516661877384|2021-06-10 11:27:33.930000|0.0341492
6972094520956844680|2021-06-10 11:27:34.930000|0.0364685
6972094525251811976|2021-06-10 11:27:35.930000|0.0343933
6972094529546779272|2021-06-10 11:27:36.930000|0.0353394
6972094533841746568|2021-06-10 11:27:37.930000|0.0345459
6972094538136713864|2021-06-10 11:27:38.930000|0.0354919
6972094542431681160|2021-06-10 11:27:39.930000|0.0348816
6972094546726648456|2021-06-10 11:27:40.930000|0.0363159
6972094551021615752|2021-06-10 11:27:41.930000|0.0344238
6972094555316583048|2021-06-10 11:27:42.930000|0.0403442
6972094559611550344|2021-06-10 11:27:43.930000|0.0395508
6972094563906517640|2021-06-10 11:27:44.930000|0.0409851
6972094568201484936|2021-06-10 11:27:45.930000|0.0391541
6972094572496452232|2021-06-10 11:27:46.930000|0.0426941
6972094576791419528|2021-06-10 11:27:47.930000|0.036499
6972094581086386824|2021-06-10 11:27:48.930000|0.0420837
6972094585381354120|2021-06-10 11:27:49.930000|0.0409546
6972094589676321416|2021-06-10 11:27:50.930000|0.0423584
6972094593971288712|2021-06-10 11:27:51.930000|0.0422058
6972094598266256008|2021-06-10 11:27:52.930000|0.0411682
6972094602561223304|2021-06-10 11:27:53.930000|0.0423279
6972094606856190600|2021-06-10 11:27:54.930000|0.0437012
6972094611151157896|2021-06-10 11:27:55.930000|0.0434875
6972094615446125192|2021-06-10 11:27:56.930000|0.0447388
6972094619741092488|2021-06-10 11:27:57.930000|0.0434875
6972094624036059784|2021-06-10 11:27:58.930000|0.0484924
6972094628331027080|2021-06-10 11:27:59.930000|0.0471802
6972094632625994376|2021-06-10 11:28:00.930000|0.0430603
6972094636920961672|2021-06-10 11:28:01.930000|0.0458374
6972094641215928968|2021-06-10 11:28:02.930000|0.0452271
6972094645510896264|2021-06-10 11:28:03.930000|0.0480347
6972094649805863560|2021-06-10 11:28:04.930000|0.04599
6972094654100830856|2021-06-10 11:28:05.930000|0.0435181
6972094658395798152|2021-06-10 11:28:06.930000|0.0454712
6972094662690765448|2021-06-10 11:28:07.930000|0.0475159
6972094666985732744|2021-06-10 11:28:08.930000|0.0460815
6972094671280700040|2021-06-10 11:28:09.930000|0.0450439
6972094675575667336|2021-06-10 11:28:10.930000|0.0449829
6972094679870634632|2021-06-10 11:28:11.930000|0.043396
6972094684165601928|2021-06-10 11:28:12.930000|0.0435181
6972094688460569224|2021-06-10 11:28:13.930000|0.0491028
6972094692755536520|2021-06-10 11:28:14.930000|0.0517578
6972094697050503816|2021-06-10 11:28:15.930000|0.0490723
6972094701345471112|2021-06-10 11:28:16.930000|0.049469
6972094705640438408|2021-06-10 11:28:17.930000|0.0490417
6972094709935405704|2021-06-10 11:28:18.930000|0.0475159
6972094714230373000|2021-06-10 11:28:19.930000|0.0495605
6972094718525340296|2021-06-10 11:28:20.930000|0.0517578
6972094722820307592|2021-06-10 11:28:21.930000|0.0455627
6972094727115274888|2021-06-10 11:28:22.930000|0.0480347
6972094731410242184|2021-06-10 11:28:23.930000|0.0525818
6972094735705209480|2021-06-10 11:28:24.930000|0.0460205
6972094740000176776|2021-06-10 11:28:25.930000|0.0541687
6972094744295144072|2021-06-10 11:28:26.930000|0.0446167
6972094748590111368|2021-06-10 11:28:27.930000|0.0529785
6972094752885078664|2021-06-10 11:28:28.930000|0.0421753
6972094757180045960|2021-06-10 11:28:29.930000|0.0540161
6972094761475013256|2021-06-10 11:28:30.930000|0.0449524
6972094765769980552|2021-06-10 11:28:31.930000|0.0595093
6972094770064947848|2021-06-10 11:28:32.930000|0.0537109
6972094774359915144|2021-06-10 11:28:33.930000|0.0476379
6972094778654882440|2021-06-10 11:28:34.930000|0.0476074
6972094782949849736|2021-06-10 11:28:35.930000|0.051239
6972094787244817032|2021-06-10 11:28:36.930000|0.0658264
6972094791539784328|2021-06-10 11:28:37.930000|0.055481
6972094795834751624|2021-06-10 11:28:38.930000|0.0483704
6972094800129718920|2021-06-10 11:28:39.930000|0.0572205
6972094804424686216|2021-06-10 11:28:40.930000|0.0526123
6972094808719653512|2021-06-10 11:28:41.930000|0.0507202
6972094813014620808|2021-06-10 11:28:42.930000|0.0528259
6972094817309588104|2021-06-10 11:28:43.930000|0.053009
6972094821604555400|2021-06-10 11:28:44.930000|0.0532532
6972094825899522696|2021-06-10 11:28:45.930000|0.052124
6972094830194489992|2021-06-10 11:28:46.930000|0.0527954
6972094834489457288|2021-06-10 11:28:47.930000|0.0513306
6972094838784424584|2021-06-10 11:28:48.930000|0.0496521
6972094843079391880|2021-06-10 11:28:49.930000|0.04953
6972094847374359176|2021-06-10 11:28:50.930000|0.0506592
6972094851669326472|2021-06-10 11:28:51.930000|0.0502319
6972094855964293768|2021-06-10 11:28:52.930000|0.0511475
6972094860259261064|2021-06-10 11:28:53.930000|0.0487976
6972094864554228360|2021-06-10 11:28:54.930000|0.0462952
6972094868849195656|2021-06-10 11:28:55.930000|0.0438232
6972094873144162952|2021-06-10 11:28:56.930000|0.0491333
6972094877439130248|2021-06-10 11:28:57.930000|0.0505066
6972094881734097544|2021-06-10 11:28:58.930000|0.0488586
6972094886029064840|2021-06-10 11:28:59.930000|0.0443115
6972094890324032136|2021-06-10 11:29:00.930000|0.0457764
6972094894618999432|2021-06-10 11:29:01.930000|0.050293
6972094898913966728|2021-06-10 11:29:02.930000|0.0497742
6972094903208934024|2021-06-10 11:29:03.930000|0.0451355
6972094907503901320|2021-06-10 11:29:04.930000|0.0444946
6972094911798868616|2021-06-10 11:29:05.930000|0.0422974
6972094916093835912|2021-06-10 11:29:06.930000|0.0429382
6972094920388803208|2021-06-10 11:29:07.930000|0.0437012
6972094924683770504|2021-06-10 11:29:08.930000|0.0385437
6972094928978737800|2021-06-10 11:29:09.930000|0.0393372
6972094933273705096|2021-06-10 11:29:10.930000|0.0335999
6972094937568672392|2021-06-10 11:29:11.930000|0.0326843
6972094941863639688|2021-06-10 11:29:12.930000|0.0325928
6972094946158606984|2021-06-10 11:29:13.930000|0.0354004
6972094950453574280|2021-06-10 11:29:14.930000|0.0296326
6972094954748541576|2021-06-10 11:29:15.930000|0.0228577
6972094959043508872|2021-06-10 11:29:16.930000|0.0273132
6972094963338476168|2021-06-10 11:29:17.930000|0.0180969
6972094967633443464|2021-06-10 11:29:18.930000|0.0184021
6972094971928410760|2021-06-10 11:29:19.930000|0.00732422
6972094976223378056|2021-06-10 11:29:20.930000|0.0206604
6972094980518345352|2021-06-10 11:29:21.930000|0.0131531
6972094984813312648|2021-06-10 11:29:22.930000|0.0118408
6972094989108279944|2021-06-10 11:29:23.930000|0.0110779
6972094993403247240|2021-06-10 11:29:24.930000|0.0128174
6972094997698214536|2021-06-10 11:29:25.930000|0.00323486
6972095001993181832|2021-06-10 11:29:26.930000|0.00689697
6972095006288149128|2021-06-10 11:29:27.930000|0.00332642
6972095010583116424|2021-06-10 11:29:28.930000|0.000579834
6972095014878083720|2021-06-10 11:29:29.930000|0.00558472
6972095019173051016|2021-06-10 11:29:30.930000|-0.0133972
6972095023468018312|2021-06-10 11:29:31.930000|-0.0015564
6972095027762985608|2021-06-10 11:29:32.930000|-0.0216675
6972095032057952904|2021-06-10 11:29:33.930000|-0.00921631
6972095036352920200|2021-06-10 11:29:34.930000|-0.0144653
6972095040647887496|2021-06-10 11:29:35.930000|-0.0161133
6972095044942854792|2021-06-10 11:29:36.930000|-0.0159302
6972095049237822088|2021-06-10 11:29:37.930000|-0.0185242
6972095053532789384|2021-06-10 11:29:38.930000|-0.0194702
6972095057827756680|2021-06-10 11:29:39.930000|-0.0195313
6972095062122723976|2021-06-10 11:29:40.930000|-0.0206604
6972095066417691272|2021-06-10 11:29:41.930000|-0.0218201
6972095070712658568|2021-06-10 11:29:42.930000|-0.0248413
6972095075007625864|2021-06-10 11:29:43.930000|-0.0264282
6972095079302593160|2021-06-10 11:29:44.930000|-0.0292664
6972095083597560456|2021-06-10 11:29:45.930000|-0.0326233
6972095087892527752|2021-06-10 11:29:46.930000|-0.0313721
6972095092187495048|2021-06-10 11:29:47.930000|-0.0317383
6972095096482462344|2021-06-10 11:29:48.930000|-0.0303345
6972095100777429640|2021-06-10 11:29:49.930000|-0.0309753
6972095105072396936|2021-06-10 11:29:50.930000|-0.0653381
6972095109367364232|2021-06-10 11:29:51.930000|-0.0462646
6972095113662331528|2021-06-10 11:29:52.930000|-0.033844
6972095117957298824|2021-06-10 11:29:53.930000|-0.0376282
6972095122252266120|2021-06-10 11:29:54.930000|-0.0478516
6972095126547233416|2021-06-10 11:29:55.930000|-0.0439453
6972095130842200712|2021-06-10 11:29:56.930000|-0.0517883
6972095135137168008|2021-06-10 11:29:57.930000|-0.0517883
6972095139432135304|2021-06-10 11:29:58.930000|-0.0491028
6972095143727102600|2021-06-10 11:29:59.930000|-0.0542908
6972095148022069896|2021-06-10 11:30:00.930000|-0.0552368
6972095152317037192|2021-06-10 11:30:01.930000|-0.056488
6972095156612004488|2021-06-10 11:30:02.930000|-0.0608521
6972095160906971784|2021-06-10 11:30:03.930000|-0.061554
6972095165201939080|2021-06-10 11:30:04.930000|-0.0603943
6972095169496906376|2021-06-10 11:30:05.930000|-0.0614929
6972095173791873672|2021-06-10 11:30:06.930000|-0.0640564
6972095178086840968|2021-06-10 11:30:07.930000|-0.0620422
6972095182381808264|2021-06-10 11:30:08.930000|-0.0693359
6972095186676775560|2021-06-10 11:30:09.930000|-0.0664978
6972095190971742856|2021-06-10 11:30:10.930000|-0.0698547
6972095195266710152|2021-06-10 11:30:11.930000|-0.070282
6972095199561677448|2021-06-10 11:30:12.930000|-0.072052
6972095203856644744|2021-06-10 11:30:13.930000|-0.072937
6972095208151612040|2021-06-10 11:30:14.930000|-0.0752258
6972095212446579336|2021-06-10 11:30:15.930000|-0.0758667
6972095216741546632|2021-06-10 11:30:16.930000|-0.0770874
6972095221036513928|2021-06-10 11:30:17.930000|-0.0805664
6972095225331481224|2021-06-10 11:30:18.930000|-0.082428
6972095229626448520|2021-06-10 11:30:19.930000|-0.0838013
6972095233921415816|2021-06-10 11:30:20.930000|-0.0860291
6972095238216383112|2021-06-10 11:30:21.930000|-0.0904236
6972095242511350408|2021-06-10 11:30:22.930000|-0.0886841
6972095246806317704|2021-06-10 11:30:23.930000|-0.0901184
6972095251101285000|2021-06-10 11:30:24.930000|-0.0921631
6972095255396252296|2021-06-10 11:30:25.930000|-0.0936279
6972095259691219592|2021-06-10 11:30:26.930000|-0.0942993
6972095263986186888|2021-06-10 11:30:27.930000|-0.0984192
6972095268281154184|2021-06-10 11:30:28.930000|-0.100616
6972095272576121480|2021-06-10 11:30:29.930000|-0.101959
6972095276871088776|2021-06-10 11:30:30.930000|-0.10437
6972095281166056072|2021-06-10 11:30:31.930000|-0.0983582
6972095285461023368|2021-06-10 11:30:32.930000|-0.0990601
6972095289755990664|2021-06-10 11:30:33.930000|-0.102692
6972095294050957960|2021-06-10 11:30:34.930000|-0.103363
6972095298345925256|2021-06-10 11:30:35.930000|-0.104218
6972095302640892552|2021-06-10 11:30:36.930000|-0.106232
6972095306935859848|2021-06-10 11:30:37.930000|-0.104584
6972095311230827144|2021-06-10 11:30:38.930000|-0.107056
6972095315525794440|2021-06-10 11:30:39.930000|-0.109772
6972095319820761736|2021-06-10 11:30:40.930000|-0.109192
6972095324115729032|2021-06-10 11:30:41.930000|-0.11026
6972095328410696328|2021-06-10 11:30:42.930000|-0.110413
6972095332705663624|2021-06-10 11:30:43.930000|-0.111298
6972095337000630920|2021-06-10 11:30:44.930000|-0.110931
6972095341295598216|2021-06-10 11:30:45.930000|-0.110718
6972095345590565512|2021-06-10 11:30:46.930000|-0.102356
6972095349885532808|2021-06-10 11:30:47.930000|-0.131622
6972095354180500104|2021-06-10 11:30:48.930000|-0.121338
6972095358475467400|2021-06-10 11:30:49.930000|-0.102448
6972095362770434696|2021-06-10 11:30:50.930000|-0.124939
6972095367065401992|2021-06-10 11:30:51.930000|-0.120758
6972095371360369288|2021-06-10 11:30:52.930000|-0.116455
6972095375655336584|2021-06-10 11:30:53.930000|-0.118317
6972095379950303880|2021-06-10 11:30:54.930000|-0.117126
6972095384245271176|2021-06-10 11:30:55.930000|-0.120819
6972095388540238472|2021-06-10 11:30:56.930000|-0.117493
6972095392835205768|2021-06-10 11:30:57.930000|-0.114594
6972095397130173064|2021-06-10 11:30:58.930000|-0.11734
6972095401425140360|2021-06-10 11:30:59.930000|-0.12088
6972095405720107656|2021-06-10 11:31:00.930000|-0.120453
6972095410015074952|2021-06-10 11:31:01.930000|-0.120392
6972095414310042248|2021-06-10 11:31:02.930000|-0.123199
6972095418605009544|2021-06-10 11:31:03.930000|-0.124573
6972095422899976840|2021-06-10 11:31:04.930000|-0.126282
6972095427194944136|2021-06-10 11:31:05.930000|-0.123657
6972095431489911432|2021-06-10 11:31:06.930000|-0.125977
6972095435784878728|2021-06-10 11:31:07.930000|-0.126434
6972095440079846024|2021-06-10 11:31:08.930000|-0.127045
6972095444374813320|2021-06-10 11:31:09.930000|-0.127716
6972095448669780616|2021-06-10 11:31:10.930000|-0.129272
6972095452964747912|2021-06-10 11:31:11.930000|-0.131195
6972095457259715208|2021-06-10 11:31:12.930000|-0.128967
6972095461554682504|2021-06-10 11:31:13.930000|-0.129333
6972095465849649800|2021-06-10 11:31:14.930000|-0.132141
6972095470144617096|2021-06-10 11:31:15.930000|-0.132385
6972095474439584392|2021-06-10 11:31:16.930000|-0.132507
6972095478734551688|2021-06-10 11:31:17.930000|-0.133392
6972095483029518984|2021-06-10 11:31:18.930000|-0.133118
6972095487324486280|2021-06-10 11:31:19.930000|-0.137695
6972095491619453576|2021-06-10 11:31:20.930000|-0.13913
6972095495914420872|2021-06-10 11:31:21.930000|-0.132782
6972095500209388168|2021-06-10 11:31:22.930000|-0.134613
6972095504504355464|2021-06-10 11:31:23.930000|-0.137573
6972095508799322760|2021-06-10 11:31:24.930000|-0.138123
6972095513094290056|2021-06-10 11:31:25.930000|-0.137878
6972095517389257352|2021-06-10 11:31:26.930000|-0.140869
6972095521684224648|2021-06-10 11:31:27.930000|-0.14093
6972095525979191944|2021-06-10 11:31:28.930000|-0.140533
6972095530274159240|2021-06-10 11:31:29.930000|-0.142151
6972095534569126536|2021-06-10 11:31:30.930000|-0.144379
6972095538864093832|2021-06-10 11:31:31.930000|-0.144287
6972095543159061128|2021-06-10 11:31:32.930000|-0.144104
6972095547454028424|2021-06-10 11:31:33.930000|-0.144135
6972095551748995720|2021-06-10 11:31:34.930000|-0.147675
6972095556043963016|2021-06-10 11:31:35.930000|-0.147827
6972095560338930312|2021-06-10 11:31:36.930000|-0.148071
6972095564633897608|2021-06-10 11:31:37.930000|-0.147308
6972095568928864904|2021-06-10 11:31:38.930000|-0.146576
6972095573223832200|2021-06-10 11:31:39.930000|-0.158417
6972095577518799496|2021-06-10 11:31:40.930000|-0.148865
6972095581813766792|2021-06-10 11:31:41.930000|-0.146423
6972095586108734088|2021-06-10 11:31:42.930000|-0.153015
6972095590403701384|2021-06-10 11:31:43.930000|-0.151825
6972095594698668680|2021-06-10 11:31:44.930000|-0.156616
6972095598993635976|2021-06-10 11:31:45.930000|-0.153839
6972095603288603272|2021-06-10 11:31:46.930000|-0.153656
6972095607583570568|2021-06-10 11:31:47.930000|-0.153809
6972095611878537864|2021-06-10 11:31:48.930000|-0.1539
6972095616173505160|2021-06-10 11:31:49.930000|-0.154358
6972095620468472456|2021-06-10 11:31:50.930000|-0.154602
6972095624763439752|2021-06-10 11:31:51.930000|-0.154388
6972095629058407048|2021-06-10 11:31:52.930000|-0.152618
6972095633353374344|2021-06-10 11:31:53.930000|-0.155487
6972095637648341640|2021-06-10 11:31:54.930000|-0.156891
6972095641943308936|2021-06-10 11:31:55.930000|-0.157867
6972095646238276232|2021-06-10 11:31:56.930000|-0.156006
6972095650533243528|2021-06-10 11:31:57.930000|-0.153564
6972095654828210824|2021-06-10 11:31:58.930000|-0.155396
6972095659123178120|2021-06-10 11:31:59.930000|-0.156189
6972095663418145416|2021-06-10 11:32:00.930000|-0.158905
6972095667713112712|2021-06-10 11:32:01.930000|-0.159882
6972095672008080008|2021-06-10 11:32:02.930000|-0.157532
6972095676303047304|2021-06-10 11:32:03.930000|-0.15686
6972095680598014600|2021-06-10 11:32:04.930000|-0.159576
6972095684892981896|2021-06-10 11:32:05.930000|-0.159729
6972095689187949192|2021-06-10 11:32:06.930000|-0.156586
6972095693482916488|2021-06-10 11:32:07.930000|-0.166412
6972095697777883784|2021-06-10 11:32:08.930000|-0.159912
6972095702072851080|2021-06-10 11:32:09.930000|-0.161285
6972095706367818376|2021-06-10 11:32:10.930000|-0.159912
6972095710662785672|2021-06-10 11:32:11.930000|-0.160675
6972095714957752968|2021-06-10 11:32:12.930000|-0.159973
6972095719252720264|2021-06-10 11:32:13.930000|-0.162628
6972095723547687560|2021-06-10 11:32:14.930000|-0.162048
6972095727842654856|2021-06-10 11:32:15.930000|-0.162537
6972095732137622152|2021-06-10 11:32:16.930000|-0.160858
6972095736432589448|2021-06-10 11:32:17.930000|-0.162628
6972095740727556744|2021-06-10 11:32:18.930000|-0.162842
6972095745022524040|2021-06-10 11:32:19.930000|-0.163177
6972095749317491336|2021-06-10 11:32:20.930000|-0.164398
6972095753612458632|2021-06-10 11:32:21.930000|-0.163177
6972095757907425928|2021-06-10 11:32:22.930000|-0.16156
